Raw,Raw_Translated,Clean,Clean_Translated,Tag,,,,,
Ulol. kung magkakaroon man lang ako ng makakasama sa buhay na body shammer at homophobic mas pipiliin ko nalang saksakin sya ng paulitulit,Ulol. If I ever had a life with a living body shammer and homophobic I would have chosen to kill him repeatedly,Ulol. kung magkakaroon man lang ako ng makakasama sa buhay na body shammer at homophobic mas pipiliin ko nalang saksakin sya ng paulitulit,Ulol. If I ever had a life with a living body shammer and homophobic I would have chosen to kill him repeatedly,1,,,,,
Ulol. malutong pa balat niyang chicharon,Ulol. She is still a chicharon skin,Ulol. malutong pa balat niyang chicharon,Ulol. She is still a chicharon skin,1,,,,,
Ulol never ako maghahabol sayo sino kaba,Stupid I never chase after you who you are,Ulol. never ako maghahabol sayo sino kaba,Ulol. I will never chase after you who you are,1,,,,,
Ulol. Prayer na matigbak ka na sana ang makukuha mo sa akin FAKE PRESIDENT,Ulol. Prayer that you will be able to get me fake president,Ulol. Prayer na matigbak ka na sana ang makukuha mo sa akin. FAKE PRESIDENT,Ulol. Prayer that you will be able to get me. Fake president,1,,,,,
Ulol taenanyo mga bungol,Mad teenanyo deaf,Ulol. taenanyo. mga bungol,Mad. Taenanyo. deaf,1,,,,,
Umiiyak ako ngayon PUKI NG INA MO MAMATAY NA SANA KAYU BOBO,I'm crying now your mother's pussy will die,Umiiyak ako ngayon PUKI NG INA MO MAMATAY NA SANA KAYU BOBO,I'm crying now your mother's pussy will die,1,,,,,
Umiiyak ako ngayon PUKI NG INA MO MAMATAY NA SANA KAYU BOBO,I'm crying now your mother's pussy will die,Umiiyak ako ngayon. PUKI NG INA MO. MAMATAY NA SANA KAYO BOBO,I'm crying right now. Your mother's vagina. You would have died stupid,1,,,,,
umiyak ako kagabi sa inuman dahil sa kanya ang lala na ha,I cried last night to drink because of her the lala ha,umiyak ako kagabi sa inuman dahil sa kanya,I cried last night to drink because of her,1,,,,,
umiyak ako kagabi sa inuman dahil sa kanya ang lala na,I cried last night to drink because of her the lala,umiyak ako kagabi sa inuman dahil sa kanya ang lala na,I cried last night to drink because of her the lala,0,,,,,
Umpisahan na,Start that,Umpisahan na,Start that,0,,,,,
Unahin mo nanay mo malakas naman na,Prior to your mother is strong again,Unahin mo nanay mo malakas naman na,Prior to your mother is strong again,0,,,,,
Underrated place to visit in Baler,Underrated place to visit in Baler,Underrated place to visit in Baler,Underrated place to visit in Baler,0,,,,,
Understand that there are some things and situations in your life that will go out of your hands not because you failed to keep them from your tight grip but because everything is not under your control,Understand that there are some things and situations in your life that will go out of your hands not because you failed to keep them from your tight grip but because everything is not under your control,Understand that there are some things and situations in your life that will go out of your hands not because you failed to keep them from your tight grip but because everything is not under your control,Understand that there are some things and situations in your life that will go out of your hands not because you failed to keep them from your tight grip but because everything is not under your control,0,,,,,
ung tingin na para bang parang tanga to ang laki laki takot sa dilim,Don't think it looks like a fool to the size of the darkness in the dark,ung tingin na para bang parang tanga to ang laki laki takot sa dilim,Don't think it looks like a fool to the size of the darkness in the dark,1,,,,,
UNIBERSIDAD NG PILIPINAS CUTIE PA RIN,University of the Philippines cutie still,UNIBERSIDAD NG PILIPINAS. CUTIE PA RIN,University of the Philippines. Cutie still,0,,,,,
until my heart stops beating or maybe even then,until my heart stops beating or maybe even then,until my heart stops beating or maybe even then,until my heart stops beating or maybe even then,0,,,,,
Until now Im still wondering why you left suddenly,Until now Im still wondering why you left suddenly,Until now Im still wondering why you left suddenly,Until now Im still wondering why you left suddenly,1,,,,,
Until now kinikilig pa din ako sa part niya Hehehehez the reason of my existence hehehe,Until now I still love her part hehehehez the reason of my existence hehehe,Until now kinikilig pa din ako sa part niya Hehehehe the reason of my existence hehehe,Until now I still love her part hehehehe the reason of my existence hehehe,0,,,,,
usto ko ng kimchi,i usto kimchi,usto ko ng kimchi,i usto kimchi,0,,,,,
Uwian,Uwian,Uwian,Uwian,0,,,,,
Uwian na,Time to go home,Uwian na,Time to go home,0,,,,,
Uwian naaa,Uwian naaa,Uwian na,Time to go home,0,,,,,
Very mainit,Very hot,Very mainit,Very hot,0,,,,,
Very nice and very good,Very nice and very good,Very nice and very good,Very nice and very good,0,,,,,
viix Trueee,viix Trueee,viix Trueee,viix Trueee,0,,,,,
vitamin sea,Vitamin Sea,vitamin sea,Vitamin Sea,0,,,,,
wag mo lagyan nang meaning ulol,don't put in meaning crazed,wag mo lagyan nang meaning ulol,don't put in meaning crazed,1,,,,,
Wag na muna sanang isama,Don't include,Wag na muna sanang isama,Don't include,0,,,,,
Wait Ano ba meaning ng virgin nga kasi,Wait what is the meaning of virgin because,Wait Ano ba meaning ng virgin nga kasi,Wait what is the meaning of virgin because,1,,,,,
wait didilat muna ko sa harap ng electric fan,Wait I glanced at the front of the electric fan,wait didilat muna ko sa harap ng electric fan,Wait I glanced at the front of the electric fan,0,,,,,
wala akong dalang payonh it started raining hard now,I didn't carry a payonh it started Raining Hard now,wala akong dalang payonh it started raining hard now,I didn't carry a payonh it started Raining Hard now,0,,,,,
Wala akong magawa,I can not do anything,Wala akong magawa,I can not do anything,0,,,,,
Wala ko masabi kay trixie pero nababother ako sa nguso nya,I couldn't tell Trixie but I was bored of her snake,Wala ko masabi kay trixie pero nababother ako sa nguso nya,I couldn't tell Trixie but I was bored of her snake,1,,,,,
wala man lang consideration,There is no consideration,wala man lang consideration,There is no consideration,1,,,,,
wala na naman kami kasama sa bahay,We were no longer at home,wala na naman kami kasama sa bahay,We were no longer at home,0,,,,,
Wala man nakakamiss sakin,There is no fun,Wala naman nakaka-miss sakin,No one misses me,1,,,,,
wala pa sched eh,Not yet sched eh,wala pa sched eh,Not yet sched eh,0,,,,,
walang anuman,You're welcome,walang anuman,You're welcome,0,,,,,
Walang forever Kung forever fan ka ng dictator,NO FOREVER IF YOU FOREVER FAN DICTATOR,Walang forever Kung forever fan ka ng dictator,NO FOREVER IF YOU FOREVER FAN DICTATOR,1,,,,,
Walang kahit anong rason para di maging proud na ikaw ang inilaban namin Madam Leni Robredo Mahal ka namin kakampink,There is no reason to be proud that you are the one we fought Madam Leni Robredo we love you,Walang kahit anong rason para di maging proud na ikaw ang inilaban namin Madam Leni Robredo Mahal ka namin kakampink,There is no reason to be proud that you are the one we fought Madam Leni Robredo we love you,0,,,,,
walang kakausap saken pakyu,No one is talking to Pakyu,walang kakausap sa akin pakyu,No one talks to me Pakyu,1,,,,,
walang kakausap saken pakyu,No one is talking to Pakyu,walang kakausap saken pakyu,No one is talking to Pakyu,1,,,,,
Walang kwenta talaga cooking skills kung walang yayakap sa likod ko,No money really cooking skills if no one hugged me behind,Walang kuwenta talaga cooking skills kung walang yayakap sa likod ko,Worthless cooking skills if no one hugs me back,0,,,,,
Walang kwenta talaga cooking skills kung walang yayakap sa likod ko,No money really cooking skills if no one hugged me behind,Walang kwenta talaga cooking skills kung walang yayakap sa likod ko,No money really cooking skills if no one hugged me behind,0,,,,,
Walang magawa,Nothing to do,Walang magawa,Nothing to do,0,,,,,
wapagani kaabot sa bare minimum ulol nakaayo ta hala sige bunaaal,Welcome to Bare Minimum Ulol Ta Hala Sige Bunaal,wapagani kaabot sa bare minimum ulol nakaayo ta hala sige bunaaal,Welcome to Bare Minimum Ulol Ta Hala Sige Bunaal,1,,,,,
We ended up without a fight,We ended up without a fight,We ended up without a fight,We ended up without a fight,0,,,,,
We will accomplish our goals if there is one who believes we can do it,We will accomplish our goals if there is one who believes we can do it,We will accomplish our goals if there is one who believes we can do it,We will accomplish our goals if there is one who believes we can do it,0,,,,,
Well ang ganda naman kasi ni bakla Diyan,Well that's good because gay is there,Well ang ganda naman kasi ni bakla Diyan,Well that's good because gay is there,0,,,,,
Well ang ganda naman kasi si bakla Diyan,Well that's nice because gay is there,Well ang ganda naman kasi si bakla Diyan,Well that's nice because gay is there,0,,,,,
well theres this girl pa kayo mga hindot,Well theres this girl you are still mad,well theres this girl pa kayo mga hindot,Well theres this girl you are still mad,1,,,,,
What to do What to eat,What to do What to eat,What to do What to eat,What to do What to eat,0,,,,,
What to eat or cook tonight Huhuhu,What to eat or cook tonight Huhuhu,What to eat or cook tonight Huhuhu,What to eat or cook tonight Huhuhu,0,,,,,
When I say di na muling pipikit this is what I mean,When i say di na re -blink this is what i mean,When I say di na muling pipikit this is what I mean,When i say di na re -blink this is what i mean,0,,,,,
when ka kaya magreply meg,When are you so magreply meg,when ka kaya magreply meg,When are you so magreply meg,0,,,,,
when ka pupunta,When you go,when ka pupunta,When you go,0,,,,,
When your BBM coteacher saidHalla Mag uUS ka na Eh yayaman na ung Pilipinas gaya ng US Me,When your BBM Coteacher saidhalla you will be rich in the Philippines like the US me,"When your BBM co-teacher said. Hala, Mag US ka na Eh yayaman na ung Pilipinas gaya ng US. Me","When your BBM co-teacher said. Well, you are the US as rich in the Philippines as the US. Me",1,,,,,
While deleting some pics nakita ko to. Sino kaya sya. Sorry I took a pic of you secretly cutie noh,While deleting some pics I saw this. Who is he? Sorry i took a pic of you secretly cutie noh,While deleting some pics nakita ko to. Sino kaya sya Sorry I took a pic of you secretly cutie noh,While deleting some pics I saw this. Who is he sorry I took a pic of you secretly cutie noh,0,,,,,
Why I am seeing this,Why I am seeing this,Why I am seeing this,Why I am seeing this,0,,,,,
Why Im not reactivating my FB reason 3 out of thousands to come,Why Im not reactivating my FB reason 3 out of thousands to come,Why Im not reactivating my FB reason 3 out of thousands to come,Why Im not reactivating my FB reason 3 out of thousands to come,1,,,,,
with my best buddy,with my best buddy,with my best buddy,with my best buddy,0,,,,,
Worrying means you suffer twice,Worrying means you suffer twice,Worrying means you suffer twice,Worrying means you suffer twice,1,,,,,
wow anong ganap sa sat po,wow what's perfect on sat po,wow anong ganap sa sat po,wow what's perfect on sat po,0,,,,,
Wow people are really defensive when presented with facts Like Im trying to be polite but i get stfu embarrassing etc in my replies yall know that says a lot abt you right I dont have the energy to respond to each reply but again all i did was sharing the truth,Wow people are really defensive when presented with facts Like Im trying to be polite but i get stfu embarrassing etc in my replies yall know that says a lot abt you right I dont have the energy to respond to each reply but again all i did was sharing the truth,Wow people are really defensive when presented with facts. Like Im trying to be polite but i get shut the fuck up embarrassing etc in my replies y'all know that says a lot about you right I dont have the energy to respond to each reply but again all i did was sharing the truth,Wow people are really defensive when presented with facts. Like Im trying to be polite but i get shut the fuck up embarrassing etc in my replies y'all know that says a lot about you right I dont have the energy to respond to each reply but again all i did was sharing the truth,1,,,,,
wow dami iba tama ng urban hshs,wow volume other correct of urban hshs,wow. dami iba tama ng urban. hshs,Wow. Volume is different from urban. HSHS,0,,,,,
yakap na mahigpit,hug tightly,yakap na mahigpit,hug tightly,0,,,,,
Yeah right,Yeah right,Yeah right,Yeah right,0,,,,,
yes,yes,yes,yes,0,,,,,
Yes po opo,Yes po yes,Yes po. opo,Yes po. Yes,0,,,,,
Yes Sobrang kalat niya,Yes she is very messy,Yes. Sobrang kalat niya,Yes. He is very widespread,0,,,,,
You cant please everyone So for those people who dont like me the feelings mutual,You cant please everyone So for those people who dont like me the feelings mutual,You cant please everyone So for those people who dont like me the feelings mutual,You cant please everyone So for those people who dont like me the feelings mutual,1,,,,,
you gotta lick it before you take it,you gotta lick it before you take it,you gotta lick it before you take it,you gotta lick it before you take it,0,,,,,
You want bilat No thank you,You want bilat No thank you,You want bilat No thank you,You want bilat No thank you,1,,,,,
yours na po ako,yours that I am,yours na po ako,yours that I am,0,,,,,
Yung andami mong gustong gawin and puntahan pero most of the time tinatamad kana kasi pagod kana hirap maging adult,You have a lot to do and go to but most of the time it is because it is tired because it is hard to become adult,Yung andami mong gustong gawin and puntahan pero most of the time tinatamad kana kasi pagod kana hirap maging adult,You have a lot to do and go to but most of the time it is because it is tired because it is hard to become adult,1,,,,,
