Raw,Raw_Translated,Clean,Clean_Translated,Tag
ito nanaman ako ma deepressed kung paano kuhang pera kaya minsan ang sarap mapag isa na lang kaso papatayin naman ako ng konsensya pag iniwan ko si papa sa bahay putang ina naiiyak ako,This is how I can deepressed how money is that sometimes the good is just a case that the conscience will kill me when I leave dad at home white mom I cry,ito nanaman ako ma deepressed kung paano kuhang pera kaya minsan ang sarap mapag isa na lang kaso papatayin naman ako ng konsensya pag iniwan ko si papa sa bahay. putang ina. naiiyak ako,I wish I could deepressed how to make money so sometimes it was just a case of just one case that would kill me when I left dad at home. Putang mother. I'm crying,1
saan ako kuha pera pang bayad ng bills sa bahay putang ina,Where do I get money to pay bills at home white mother,saan ako kuha pera pang bayad ng bills sa bahay. putang ina,Where can I get more bills at home. Putang mother,1
AMBOBO ANO YUN IRARASON MO SA KORTE KASI ANG SEXY NG SUOT NIYA KAYA NIRAPE KO SIYA PUTANG INA MO VICTIM BLAMING NAPAKAGAGO,AMBOBO what do you think of the court because the sexy one is so sexy so i miss her white mother your victim blaming so much,ANG BOBO. ANO YUN IRARASON MO SA KORTE KASI ANG SEXY NG SUOT NIYA KAYA NIRAPE KO SIYA. PUTANGINA MO. VICTIM BLAMING. NAPAKAGAGO,Ang stupid. What a reason you were in court because he was so sexy that he was so sexy. Putangina mo. Victim Blaming. Very good,1
Wtf these college kids are tall Most of us are around the same age lang naman pero putang ina My 169cm ass feel so short,Wtf these college kids are tall Most of us are around the same age lang naman pero putang ina My 169cm ass feel so short,Wtf these college kids are tall Most of us are around the same age lang naman pero. putangina. My 169cm ass feel so short,Wtf these college kids are tall Most of us are around the same age lang naman pero. putangina. My 169cm ass feel so short,1
AAAAAGHHGHCBBSGSHSJJS PUTANG INA NIYO SAKSAKIN NIYO NA LANG AKO I love her so much fr fr,Aaaaaghghghcbbsgshsjjs putang mom niyo you just hit me i love her so much fr fr,PUTANGINA NIYO. SAKSAKIN NIYO NA LANG AKO. I love her so much for real for real,Putangina niyo. You just hit me. I love her so much for real for real,1
PUTANG INA WHY DOES SHE LOOK LIKE SHES ON HER PRINCESS DIARIES ERA,PUTANG INA WHY DOES SHE LOOK LIKE SHES ON HER PRINCESS DIARIES ERA,PUTANG INA WHY DOES SHE LOOK LIKE SHES ON HER PRINCESS DIARIES ERA,PUTANG INA WHY DOES SHE LOOK LIKE SHES ON HER PRINCESS DIARIES ERA,1
Omg putang ina compatible na ang arceusampampamp,Omg white mother compatible that the arceusampampamp,Omg putangina compatible na ang arceus amputa,Omg putangina compatible that the arceus amputa,1
PUTANG INA MGA VEBS ANG SARAP WTFamp IM NOT EVEN KIDDING PLSSSSSS NAGTATATALON PA AKOamp,White mother vebs the delicious wtfamp im not even kidding plssssss jumping me,PUTANG INA MGA VEBS ANG SARAP WHAT THE FUCK amputa IM NOT EVEN KIDDING PLEASE NAGTATATALON PA AKO amputa,White mother vebs the delicious what the fuck amputa im not even kidding please i'm still jumping amputa,1
gagi nag pop up yung stories ko 3 yrs ago Hahahahaha when ulit,gagi nag pop up yung stories ko 3 yrs ago hahahahaha when again,gagi nag pop up yung stories ko 3 years ago Hahahahaha when ulit,gagi nag pop up my stories 3 years ago hahahahaha when again,1
Im getting better Sana kayo rin Untiunting mababawasan yan tiwala lng,Im getting better you will also gradually reduce that trust lng,Im getting better. Sana kayo rin. Unti-unting mababawasan yan. Tiwala lang,Im getting better. Hope you too. That will gradually diminish. Just trust,0
Will forever be grateful,Will forever be grateful,Will forever be grateful,Will forever be grateful,0
homyghaaaad LANY,homyghaaaad spent,Oh my god LANY,Oh my god LANY,0
Salamat sa masasayang pagod,Thanks for the happy tired,Salamat sa masasayang pagod,Thanks for the happy tired,0
Mukhang matagal tagal pa matututo ang sambayang Pilipino,It seems that the Filipino people will learn for a long time,Mukhang matagal tagal pa matututo ang sambayang Pilipino,It seems that the Filipino people will learn for a long time,0
Inalis ko na itong bobong seaman na ito at nagkakalat sa fb ko Radikal maging totoo na bobo siya Hahahaha,I have removed this Bobong seaman and spread to FB I radically be true that he is stupid hahahaha,Inalis ko na itong bobong seaman na ito at nagkakalat sa facebook ko. Radikal maging totoo na bobo siya Hahahaha,I have taken this seaman down and spread it on my facebook. Radically be true that he is stupid hahahaha,1
ganda nga e,nice e,Maganda nga eh,Nice eh,0
Sorry pero hindi ko kayang tanggapin bilang Presidente at BisePresidente ang nanalo ngayong halalan,I'm sorry but I can't accept as president and biseppede won this election,"Sorry, pero hindi ko kayang tanggapin bilang Presidente at Bise-Presidente ang nanalo ngayong halalan","Sorry, but i can't accept as president and vice president won this election",0
yung halos every other day ka sa agency ngarag yarn,You almost every other day at the agency Yarn Yarn,Yung halos every other day ka sa agency. Pagod yan,You're almost every other day at the agency. Tired of that,0
tomguts nanaman akiz,Tomguts nanaman akiz,Gutom na naman ako,I'm hungry again,0
Kamiss south,Kamiss South,Kamiss south,Kamiss South,0
Wala ba talagang presscon Final na talaga,Don't there really be a presscon final really,Wala ba talagang press conference Final na ba talaga,Don't have a press conference final really,0
taena solid,Taena solid,taena solid,Taena solid,1
tangina malalasing ata ako HAHAHA,Tangina get drunk ata ako hahaha,Tangina. Malalasing yata ako HAHAHA,Tangina. I'm drunk hahaha,1
tama nga kaming mga tangang,We are rightly stupid,tama nga kaming mga tanga,we are right to fools,1
Umuwi ka na baby tangina mo HAHAHA,Go home baby you tangina hahaha,Umuwi ka na baby. Tangina mo HAHAHA,Come home baby. Tangina mo hahaha,1
Taena akala ko palaban akoBigla ako humihina,Taena I thought I was going to fight,"Taena, akala ko palaban ako. Bigla ako humihina","Taena, I thought I was going to fight. Suddenly I was weak",1
Hirap kc missionary pag pa hook nurat dapat doggy tas pag susuck mo dapat 69 ang position para swak,Hard kc missionary when hook nurat should be doggy bag if you susuck you should 69 the position for swak,Mahirap kasi ang missionary kung paliko ang tite. dapat doggy style tapos pagsusuck mo dapat 69 ang position para tama,The missionary is difficult to turn to the tite. Must doggy style then you should have 69 position for correct,1
Lalo yang mga kamag anak kong BBM di ko kayo kakalimutan Nanggaling kayo sa hirap pero utak privileged kayo kasi kesyo nag sipag ako sa buhay at di umasa sa government Eh bat nag public school kayo Bat niyo din tinaggap yung voucher galing sa gobyerno Well mannered my ass,Especially my BBM's relatives I will never forget you came from hard work but brain privileged you because I have lived in life and do not rely on the government eh Bat public school you have also received the voucher from the government well mannered my ass,Lalo yang mga kamag anak kong BBM di ko kayo kakalimutan. Nanggaling kayo sa hirap pero utak privileged kayo kasi kesyo nag sipag ako sa buhay at di umasa sa government. Eh bat nag public school kayo. Bat niyo din tinaggap yung voucher galing sa gobyerno. Well mannered my ass,Especially my BBM children I will never forget you. You come from hard work but brain privileged because I have a hard time life and not relying on the government. You are a public school. You also have the voucher from the government. Well mannered my ass,1
ur presence still affects me sht here we go again,ur presence still affects me sht here we go again,your presence still affects me shit. here we go again,your presence still affects me shit. here we go again,1
kaloka hindi pinapansin question ko HAHAHAHA anlakyo ng May sa August anlaki ng changes na may changes what it another season ng lockdown shutaaaa sayang pera pag nagkataon,Kaloka doesn't notice my question hahahaha anlakyo of may in august anlaki of changes with changes what it another season of lockdown shutaaaa unfortunately money,kaloka hindi pinapansin question ko HAHAHAHA anlakyo ng May sa August anlaki ng changes na may changes what it another season ng lockdown. shutaaaa. sayang pera pag nagkataon,kaloka ignore my question hahahaha anlakyo may have in august change changes with changes what it another season of lockdown. Shutaaaa. It is a waste of money by chance,1
AYOKONG MANUOD NG BALITA PUTANGINA,I do not want to watch the news,"AYOKONG MANUOD NG BALITA, PUTANGINA","I don't want to watch the news, Putangina",1
Clearly it wasnt for his fellow countrymen or to serve the country he only ran to clean their name lmao Fuck the Marcoses,Clearly it wasnt for his fellow countrymen or to serve the country he only ran to clean their name lmao Fuck the Marcoses,Clearly it wasnt for his fellow countrymen or to serve the country he only ran to clean their name lmao. Fuck the Marcoses,Clearly it wasnt for his fellow countrymen or to serve the country he only ran to clean their name lmao. Fuck the Marcoses,1
minsan nalang matulog ng maagap nagiseng pa,Sometimes just go to sleep with a promise,minsan nalang matulog ng maagap nagiseng pa,Sometimes just go to sleep with a promise,0
Goodluck samen bukaaaas,Goodluck samen bukaaaas,Goodluck samin bukas,Goodluck samin tomorrow,0
namiss kong gawin yon ahihi,I miss doing that ahihi,namiss kong gawin yon ,I miss to do that,0
Wonderful lobby interior At Sheraton Hotel Pasay,Wonderful lobby interior At Sheraton Hotel Pasay,Wonderful lobby interior At Sheraton Hotel Pasay,Wonderful lobby interior At Sheraton Hotel Pasay,0
gwapo na malaki pa titi masuyoin pa HAHAHA kainissss support pa sa lahat ng gusto ko at ayaw niya pinapabayaan pag aaral ko,Handsome big penis is still a good time hahaha kaisssss support more of everything i want and he doesn't want to let go of my studies,"gwapo na malaki pa titi, masuyuin pa HAHAHA. kainis support pa sa lahat ng gusto ko at ayaw niya pinapabayaan pag aaral ko","Handsome big penis, dry more hahaha. It is a bit more supportive of everything I want and he doesn't want to let go of my studies",1
21mins duty for todays bidyow,21mins duty for todays bidyow,21 mins duty for todays video,21 mins duty for todays video,0
At nagbayad pa nga,And still pay,At nagbayad pa nga,And still pay,0
ang superb talaga ng quality sa apple music,the superb of quality in Apple Music,ang superb talaga ng quality sa apple music,the superb of quality in Apple Music,0
Lord patulugin mo na yung baliw dito daming alam eh,Lord you are going to be mad at it a lot,"Lord patulugin mo na yung baliw dito, daming alam ","Lord you are going to be mad at it, many know",0
there was a moment like thismga comments sa mga eksena kosabi ko na langHu u nga ulet ohhhhhh yeahhhh youre nobody to me,There was a moment like thaismga comments in the scenes I said yes ut ulet ohhhhhh yeahhhh youre nobody to me,there was a moment like thismga comments sa mga eksena kosabi ko na langHu u nga ulit oh yeah youre nobody to me,There was a moment like thaismga comments in the scenes I said yes again oh yeah youre nobody to me,0
everyone tryna act super duper smart in these crazy times chill tfo and smile more anon lmk if you need a hug,everyone tryna act super duper smart in these crazy times chill tfo and smile more anon lmk if you need a hug,everyone trying to act super duper smart in these crazy times chill the fuck out and smile more anon let me know if you need a hug,everyone trying to act super duper smart in these crazy times chill the fuck out and smile more anon let me know if you need a hug,1
Kahit ako na mag bukas at sara ng shop araw araw beh,Even if I open and Sara Sara shop every day Beh,Kahit ako na magbukas at magsara ng shop araw araw ,Even i have to open and close shop every day,0
Same here wala ka cuddle,Same here you don't have a cuddle,Same here wala ka cuddle,Same here you don't have a cuddle,0
Ayoko na hindi pa ako tapos sa infographics Attendance tapos may LP at Ppt na next mehehehe normal pa ba ito Magreklamo muna bago gumawa,I do not want to be done with infographics attendance with LP and PPT next time it is normal to complain first before doing,Ayoko na hindi pa ako tapos sa infographics Attendance tapos may LP at Ppt na next mehehehe normal pa ba ito Magreklamo muna bago gumawa,I do not want to be done with infographics attendance with LP and PPT next time it is normal to complain first before doing,0
Kalma lang stay focus tayo Bawi tayo ngayon ayaw mag relax and pasensya na po this fiscal it is a bad start talaga Again focus ka girl,Let's just stay focused on it now we don't relax and patience this fiscal it is a bad start really Again Focus Ka Girl,Kalma lang stay focus tayo Bawi tayo ngayon ayaw mag relax and pasensya na po this fiscal it is a bad start talaga Again focus ka girl,Let's just stay focused on it now we don't relax and patience this fiscal it is a bad start really Again Focus Ka Girl,0
Youre testing my patience,Youre testing my patience,You're testing my patience,You're testing my patience,1
My presidents,My presidents,My presidents,My presidents,0
But this was what happened when you didnt want to visit and confront the past The past starts visiting and confronting you,But this was what happened when you didnt want to visit and confront the past The past starts visiting and confronting you,But this was what happened when you didnt want to visit and confront the past The past starts visiting and confronting you,But this was what happened when you didnt want to visit and confront the past The past starts visiting and confronting you,0
Goodnight,Goodnight,Goodnight,Goodnight,0
parang kilala ko tong papansin na to HAHAHHAHAHAHA,It seems like I know that to hahahhahahaha,parang kilala ko tong papansin na ito HAHAHHAHAHAHA,It seems like I know this hahahhahahaha,1
Matutulog tayo na stress,Let's sleep that stress,Matutulog tayo na stress,Let's sleep that stress,0
Ang taas talaga ng 7 interest ng CIMB sa Savings Gawin niyo na permanent please,The height of 7 interests of cimb in savings do you permanent please,Ang taas talaga ng 7 interest ng CIMB sa Savings Gawin niyo na permanent please,The height of 7 interests of cimb in savings do you permanent please,0
Di ako naglilike ng titeeeee,I don't miss titeeee,Di ako naglilike ng titi,I do not spit a penis,1
tangina kayo yung nagpaparamdam tapos pag inentertain kayo bigla kayo maglalaho tapos ako na yung maghahabol mga gago ba kayo ahahahahahahahahahaha,You are the one who is feeling down and when you are in love you suddenly disappear and I will be chasing you are crazy ahahahahahahahahahaha,"tangina, kayo yung nagpaparamdam tapos pag inentertain kayo bigla kayo maglalaho tapos ako na yung maghahabol mga gago ba kayo ahahahahahahahahahaha","Tangina, you are the one who is feeling down when you are in love you will suddenly disappear and then I will chase you ahahahahahahahahahahahahahahahahahahahahahaha",1
